pop_size,gene_count,mutation_rate,elite_fraction,gen_0_best,gen_1_best,gen_2_best,gen_3_best,gen_4_best,gen_0_avg,gen_1_avg,gen_2_avg,gen_3_avg,gen_4_avg,
5,3,0.2,0.4,0.10995554446980194,0.0494274,0.029057630474903062,0.07680577,0.028984227352260028,0.046489271,0.018832955,0.014720169479439526,0.030197706,0.015155415166628394,
5,3,0.1,0.4,0.028215091284117477,0.4979074022541188,0.47975249994402536,0.029075838973406043,0.05075181,0.006579882,0.1265001287147184,0.12889591980219867,0.021511077509965303,0.029056976,
5,3,0.05,0.4,0.060441076,0.037451428,0.056090976,0.050407413,0.5853461216798264,0.026554483599687685,0.020530061976237857,0.019168757,0.026953949758114427,0.12708798504157293,
