pop_size,gene_count,mutation_rate,elite_fraction,gen_0_best,gen_1_best,gen_2_best,gen_3_best,gen_4_best,gen_0_avg,gen_1_avg,gen_2_avg,gen_3_avg,gen_4_avg
10,3,0.05,0.6,2.5139144155938906,2.6867875092111313,0.5095345091090239,3.5303339825468054,1.878388307781227,0.4511118449922214,0.4625773500981395,0.12962418171689732,0.5321814879033664,0.2661521700197757
10,3,0.05,0.4,2.651417420094403,1.871376849216971,0.2128072583001257,3.3264676226599468,0.45377696185445027,0.361273280038572,0.6017481444908335,0.1110998129647455,0.4100568023542618,0.21372665842416252
10,3,0.05,0.2,0.5232367714411373,3.6127802679202787,4.078576852216784,2.4123304100925416,2.5042171483807607,0.18914502436718025,0.9152264385467136,0.7314326952348779,0.3477075778349297,0.6735183396426279
